name;addr;rating;phone;more_phones;
Мики;193079, Санкт-Петербург, Октябрьская наб., д. 71к1;0.0;+7 495 150-09-72;+7 812 447-39-11, +7 812 447-01-32;
FIA летта;191036, Санкт-Петербург, 9-я Советская ул., д. 11-13;0.0;+7 921 952-07-71;+7 812 710-31-04;
Jager Haus;191186, Санкт-Петербург, Итальянская ул., д. 10;4.7;+7 812 418-20-75;+7 812 611-11-10;
Dolce;197183, Санкт-Петербург, Приморский пр-кт, д. 72;0.0;;;
Евразия-Экспресс;194356, Санкт-Петербург, Энгельса пр-кт, д. 133;0.0;+7 812 334-14-55;+7 812 325-60-60;
Панорама;191317, Санкт-Петербург, Александра Невского пл., д. 2;0.0;;;
Гали;192212, Санкт-Петербург, Славы пр-кт, д. 12, —  вход со двора;0.0;;;
Ресторан Априори;192012, Санкт-Петербург, Обуховской Обороны пр-кт, д. 261;4.9;+7 921 967-06-87;+7 812 362-63-08;
Емеля;196066, Санкт-Петербург, Московский пр-кт, д. 192;0.0;;;
Parmesan;198330, Санкт-Петербург, Ленинский пр-кт, д. 88, — 1 этаж;4.5;+7 812 365-80-80;+7 812 365-81-54;
Евразия;192283, Санкт-Петербург, Купчинская ул., д. 34 к1, — 1 этаж;0.0;;;
Самба Суши;191036, Санкт-Петербург, Греческий пр-кт, д. 10;3.6;;;
Японский городовой;195297, Санкт-Петербург, Светлановский пр-кт, д. 115;0.0;;;
Мама Рома (Mama Roma) – сеть ресторанов итальянской кухни;196066, Санкт-Петербург, Московский пр-кт, д. 192-194;3.5;;;
Papa John`s;198260, Санкт-Петербург, Ветеранов пр-кт, д. 91;0.0;+7 812 759-84-40;+7 812 335-40-00;
Академия;199034, Санкт-Петербург, Биржевой проезд, д. 2, — 1 этаж;5.0;;;
River lounge;Университетская набережная 15;4.8;;;
Анимэ;191025, Санкт-Петербург, Невский пр-кт, д. 67;3.5;;;
Афиет;195274, Санкт-Петербург, Тихорецкий пр-кт, д. 43 лит А;0.0;+7 812 777-07-07;+7 812 331-43-43;
Мадридский Двор;191036, Санкт-Петербург, 8-я Советская ул., д. 14, — 1 этаж;4.7;;;
Шыкыдым;193315, Санкт - Петербург,  ш. Мурманское12 Км —  ТРК МЕГА Дыбенко;0.0;;;
Евразия;197022, Санкт-Петербург, Каменноостровский пр-кт, д. 44в, — 1 этаж;3.4;;;
Большой Кавказ;194358, Санкт-Петербург, Энгельса пр-кт, д. 154, — ТРК Гранд Каньон;4.3;;;
Рис;190031, Санкт-Петербург, Ефимова ул., д. 3;3.0;+7 812 925-10-00;+7 812 335-36-23;
Япона Матрена;192238, Санкт-Петербург, Бухарестская ул., д. 90, — универсам Фрунзенский;0.0;;;
Полонез;191119, Санкт-Петербург, Обводного канала наб., д. 88, — 1 этаж;3.0;+7 812 316-38-03;+7 812 974-14-02;
Инбирь;197082, Санкт-Петербург, Камышовая ул., д. 31 к2, — 1 этаж;0.0;;;
Konzas Street;191119, Санкт-Петербург, Константина Заслонова ул., д. 25;0.0;+7 812 924-52-28;+7 812 314-39-37, +7 921 399-97-12;
NEOCULTURAL;195220, Санкт-Петербург, Бутлерова ул., д. 11к3;0.0;;;
Brugge;199004, Санкт-Петербург, Кадетская В.О. линия, д. 31;0.0;;;
Волхов;191014, Санкт-Петербург, Жуковского ул., д. 4;0.0;;;
Банкетный зал Блэк Милк;Санкт-Петербург, 17-я В.О. линия, д. 52 к1 литерА;0.0;;;
ресторан Вилка 2x2;г Санкт-Петербург, Комендантский пр-кт, д 44 к 1;0.0;;;
Привилегия;195279, Санкт-Петербург, Энтузиастов пр-кт, д. 35, — 1 этаж;0.0;+7 812 308-88-60;+7 812 308-88-61;
Grill Veggies;197372, Санкт-Петербург, Комендантский пр-кт, д. 12к1;0.0;;;
Евразия;194291, Санкт-Петербург, Просвещения пр-кт, д. 32 к1, — 1 этаж;0.0;;;
Mama Roma;198096, Санкт-Петербург, Стачек пр-кт, д. 86, — 1;3.1;;;
Bazar;191186, Санкт-Петербург, Большая Конюшенная ул., д. 2;0.0;;;
V-Illa;190005, Санкт-Петербург, Обводного канала наб., д. 118 лит С, — цокольный этаж;0.0;;;
Джакомо;191023, Санкт - Петербург,  наб. Канала Грибоедова, эт. цокольный;0.0;+7 965 049-08-22;+7 812 310-05-38;
Ресторан Караоке - бар Джулия;192007, Санкт-Петербург, Воронежская ул., д. 53к1;4.0;+7 921 446-87-18;+7 812 490-48-11;
РиМ;Санкт-Петербург, Лиговский пр-кт, д. 194;0.0;;;
Deep;199004, Санкт - Петербург,  просп. Среднийв.о., эт. цокольный;0.0;;;
Петрович;191119, Санкт-Петербург, Марата ул., д. 56, — 58а;3.0;+7 812 315-32-53;+7 812 764-88-89;
Шашлычный Двор;191015, Санкт-Петербург, Кавалергардская ул., д. 10;0.0;;;
Петербург;196128, Санкт-Петербург, Чернышевского пл., д. 11, — 1 этаж;0.0;;;
Абрикосовъ;191186, Санкт-Петербург, Невский пр-кт, д. 40;4.2;;;
Munhell;195269, Санкт-Петербург, Просвещения пр-кт, д. 80 к3 лит А, — ТК Кубик;4.7;;;
Чашма;199004, Санкт-Петербург, Большой В.О. пр-кт, д. 19-21;0.0;;;
Евразия-Экспресс;193232, Санкт-Петербург, Большевиков пр-кт, д. 27;0.0;+7 812 334-14-55;+7 812 325-60-60;
Ресторан MAMALЫGA на Казанской («Мамалыга»);191186, Санкт-Петербург, Казанская ул., д. 2;5.0;+7 495 150-09-72;+7 812 640-16-16;
Евразия;191023, Санкт-Петербург, Невский пр-кт, д. 60, — 2 этаж;0.0;;;
Маяк;199406, Санкт-Петербург, Малый В.О. пр-кт, д. 88;0.0;+7 812 988-80-30;+7 812 988-80-20;
Пиворама;196084, Санкт-Петербург, Московский пр-кт, д. 137, — 2 этаж;2.8;+7 921 939-43-10;+7 812 449-56-95;
LODKA;Санкт-Петербург, Просвещения пр-кт, д. 49 литер А;0.0;+7 921 967-90-37;+7 812 497-62-12, +7 921 929-98-29;
Тарелка;194044, Санкт-Петербург, Выборгская ул., д. 57к2;0.0;;;
Ермолаев Кейтеринг;197136, Санкт-Петербург, Лахтинская ул., д. 8;0.0;;;
Zanzi-бар;194295, Санкт-Петербург, Художников пр-кт, д. 14;5.0;+7 812 591-86-07;+7 812 591-86-05;
Bongiorno;191024, Санкт-Петербург, 4-я Советская ул., д. 43;0.0;+7 812 271-78-33;+7 812 941-56-21;
Иван да Марья;191025, Санкт-Петербург, Невский пр-кт, д. 64;0.0;;;
Кальян-бар Шишки;С-Пб, Кирочная 47;2.8;;;
Семейный уют;192076, Санкт-Петербург, Шлиссельбургский пр-кт, д. 4, — 2 этаж;0.0;;;
Тан;196105, Санкт-Петербург, Благодатная ул., д. 35;0.0;+7 911 213-47-80;+7 812 922-06-07;
Pizzaroni;194354, Санкт-Петербург, Есенина ул., д. 1к1;0.0;+7 968 184-26-26;+7 812 495-62-72, +7 812 495-65-15;
Jager Haus;190013, Санкт-Петербург, Реки Фонтанки наб., д. 108, — 1 этаж;0.0;;;
AzianA;197374, Санкт-Петербург, Торфяная дор., д. 7 лит А, — 4 этаж;0.0;;;
Остров;197101, Санкт-Петербург, Большая Монетная ул., д. 10, — 1 этаж;0.0;+7 812 232-80-20;+7 812 232-41-43;
Italy;196105, Санкт-Петербург, Московский пр-кт, д. 159;0.0;;;
Astoria Cafe;190000, Санкт-Петербург, Большая Морская ул., д. 39, — 1 этаж;0.0;;;
Самба Суши;191014, Санкт-Петербург, Некрасова ул., д. 60, — 1 этаж;4.5;;;
JINGLE restobar;199004, Санкт-Петербург, Большой В.О. пр-кт, д. 18литерА;4.8;;;
Мига;190121, Санкт-Петербург, Лермонтовский пр-кт, д. 6, — 1 этаж;4.0;+7 812 714-42-31;+7 812 714-40-62;
Евразия;198303, Санкт-Петербург, Ленинский пр-кт, д. 104, — вход с торца;0.0;;;
Beauty Cafe;197136, Санкт-Петербург, Лахтинская ул., д. 8а;5.0;;;
Кафе-бар Картофель с грибами;191186, Санкт-Петербург, Гороховая ул., д. 12;0.0;;;
Уздечка на речке;191014, Санкт-Петербург, Восстания ул., д. 40, — 2 этаж;4.0;;;
Ханеда;196210, Санкт-Петербург, Шереметьевская ул., д. 15, — ТРК Пулково 3;0.0;;;
Ани;192241, Санкт-Петербург, Славы пр-кт, д. 58 к2;4.5;;;
Бисквит Банкет;191002, Санкт-Петербург, Разъезжая ул., д. 26_28;0.0;;;
Карпиза;191123, Санкт-Петербург, Шпалерная ул., д. 44Б, — 1 этаж;5.0;;;
Сэт, Группа Компаний;194044, Санкт-Петербург, Финляндский пр-кт, д. 4а;0.0;+7 812 332-05-88;+7 812 332-05-81;
Пиворама;194356, Санкт-Петербург, Энгельса пр-кт, д. 124 к1 лит А, — 1 этаж;4.5;+7 812 647-70-22;+7 921 954-84-34;
Дюжина;191036, Санкт-Петербург, Лиговский пр-кт, д. 30, — 4 этаж;0.0;;;
Престиж;197082, Санкт-Петербург, Мебельная ул., д. 12 к1, — БЦ Авиатор;0.0;;;
Эмеральд;191036, Санкт-Петербург, Суворовский пр-кт, д. 18;0.0;+7 812 740-50-05;+7 812 740-50-00;
Дары Скифов;190103, Санкт-Петербург, 11-я Красноармейская ул., д. 11;0.0;;;
Петербургские Тайны;191023, Санкт-Петербург, Реки Фонтанки наб., д. 18а, — 1 этаж;0.0;;;
Белый рояль;192007, Санкт-Петербург, Курская ул., д. 27;4.6;+7 921 352-05-55;+7 911 180-24-55;
Ресторан МангоХолл;198261, Санкт-Петербург, Генерала Симоняка ул., д. 19А;5.0;;;
Marcus house restobar&music;191014, Санкт-Петербург, Жуковского ул., д. 4;0.0;;;
Пирог-Спб;190020, Санкт-Петербург, Обводного канала наб., д. 207лит Б;0.0;;;
Palladium;196128, Санкт-Петербург, Варшавская ул., д. 23;0.0;;;
Гаргантюа;190005, Санкт-Петербург, Московский пр-кт, д. 35/2;4.5;+7 812 316-48-88;+7 812 316-01-07;
Балтик Кейтеринг Групп;197342, Санкт-Петербург, Белоостровская ул., д. 17;0.0;;;
Советское кафе Квартирка;199004, Санкт-Петербург, 6-я В.О. линия, д. 25;5.0;;;
Ollis Pizza;197348, Санкт-Петербург, Коломяжский пр-кт, д. 15к1;0.0;;;
Мистер Суши;191002, Санкт-Петербург, Владимирский пр-кт, д. 19;0.0;;;
Mafia Cafe;195027, Санкт-Петербург, Энергетиков пр-кт, д. 10а;5.0;;;
Цзао Ван;190020, Санкт-Петербург, Перекопская ул., д. 5;4.3;+7 812 786-61-80;+7 812 785-27-39;
Евразия Экспресс;194352, Санкт-Петербург, Просвещения пр-кт, д. 53 к1;0.0;;;
Токио Сити;190031, Санкт-Петербург, Сенная пл., д. 7;4.1;;;
PROSTO VINO;191036, Санкт-Петербург, 8-я Советская ул., д. 4, — 3-й кластер, во дворе;4.8;+7 981 180-20-60;+7 931 276-08-71, +7 909 581-45-71;
Технология Вкуса;195220, Санкт-Петербург, Гражданский пр-кт, д. 11;0.0;+7 812 972-48-48;+7 812 327-33-85, +7 812 972-33-63;
Такао;193231, Санкт-Петербург, Большевиков пр-кт, д. 8;4.0;+7 921 407-54-43;+7 812 589-28-47;
Евразия;197342, Санкт-Петербург, Черной речки наб., д. 51 лит А, — 1 этаж;2.0;;;
Ем;190000, Санкт-Петербург, Реки Мойки наб., д. 84;0.0;;;
Munhell;197350, Санкт-Петербург, Комендантский пр-кт, д. 42 к1;0.0;;;
IMPERIA XXXX;197046, Санкт-Петербург, Каменноостровский пр-кт, д. 11 лит А;0.0;;;
Евразия;191186, Санкт-Петербург, Невский пр-кт, д. 13, — 1 этаж;0.0;+7 812 315-18-58;+7 812 315-18-58;
Чан Чунь;197374, Санкт-Петербург, Савушкина ул., д. 129;0.0;;;
Суши Рай;196135, Санкт-Петербург, Типанова ул., д. 21 лит А, — 3 этаж;2.5;;;
Ресторан-бар SNOB/СНОБ;198207, Санкт-Петербург, Ленинский пр-кт, д. 121;3.7;+7 965 777-90-89;+7 812 903-05-75;
Юность, бар & Веранда;197110, Санкт-Петербург, Петровский остров, д. 2;5.0;;;
Tequila-Boom;197227, Санкт-Петербург, Испытателей пр-кт, д. 30, — цокольный этаж;3.7;;;
Hottabych;199004, Санкт-Петербург, Биржевой пер., д. 2, — вход в арку;4.4;+7 495 150-09-72;+7 812 932-14-29;
GoodWIN;195256, Санкт-Петербург, Науки пр-кт, д. 25;0.0;;;
Кухмастер;197198, Санкт-Петербург, Добролюбова пр-кт, д. 14;0.0;+7 812 973-90-22;+7 812 499-92-87;
Дружба;192012, Санкт-Петербург, Обуховской Обороны пр-кт, д. 120 лит Л, — 1 этаж;0.0;+7 812 926-29-27;+7 812 448-32-78;
Тянь Цзинь;191123, Санкт-Петербург, Чайковского ул., д. 75, — цокольный этаж;4.3;+7 812 272-95-16;+7 812 275-57-31;
Евразия-Экспресс;196128, Санкт-Петербург, Варшавская ул., д. 23 к2;0.0;+7 812 334-14-55;+7 812 325-60-60;
Ski;191025, Санкт-Петербург, Невский пр-кт, д. 85у;0.0;;;
Икорный бар;191186, Санкт-Петербург, Михайловская ул., д. 1/7;0.0;;;
Евразия-Экспресс;198303, Санкт-Петербург, Ленинский пр-кт, д. 104;0.0;+7 812 334-14-55;+7 812 325-60-60;
Сказки Шахерезады;196066, Санкт-Петербург, Московский пр-кт, д. 193, — 2 этаж;5.0;+7 812 371-88-84;+7 812 687-19-27;
Ёжик;190031, Санкт-Петербург, Столярный пер., д. 4;0.0;;;
Миндаль;190000, Санкт-Петербург, Английская наб., д. 26;0.0;+7 495 150-09-72;+7 812 312-32-38;
Дружба;190020, Санкт-Петербург, Рижский пр-кт, д. 70, — 1 этаж;0.0;;;
Марсельеза;197110, Санкт-Петербург, Мартынова наб., д. 16, — 1 этаж;5.0;+7 495 150-09-72;+7 812 498-77-77, +7 812 998-67-77;
48 стульев;191025, Санкт-Петербург, Рубинштейна ул., д. 5;4.6;+7 495 150-09-72;+7 812 315-77-75, +7 921 387-70-85;
Bl@ckberry;197348, Санкт-Петербург, Коломяжский пр-кт, д. 15;0.0;;;
Картье Гурме;196084, Санкт-Петербург, Ново-Рыбинская ул., д. 19-21;3.5;;;
Оливье;190000, Санкт-Петербург, Адмиралтейский пр-кт, д. 10;0.0;;;
Ресторан Гостиницы мир;196135, Санкт-Петербург, Гастелло ул., д. 17;0.0;;;
Амроц на Невском;191167, Санкт-Петербург, Невский пр-кт, д. 176, — 1 этаж;0.0;+7 812 274-25-14;+7 812 909-71-85, +7 812 274-19-43;
И Тан;198152, Санкт-Петербург, Краснопутиловская ул., д. 45;0.0;;;
La Mia Firenze;191123, Санкт-Петербург, Чернышевского пр-кт, д. 9, — 1 этаж;0.0;+7 495 150-09-72;+7 812 418-30-31, +7 911 992-22-99;
Две Палочки;198216, Санкт-Петербург, Ленинский пр-кт, д. 127;3.5;;;
Винегрет;199226, Санкт-Петербург, Морская наб., д. 9, — 1 этаж;3.7;+7 495 150-09-72;+7 812 355-18-67, +7 812 959-59-67;
Проспект;190000, Санкт-Петербург, Малая Морская ул., д. 21, — цокольный этаж;0.0;+7 495 150-09-72;+7 952 236-01-24;
Teatro;190000, Санкт-Петербург, Декабристов ул., д. 25, — 1 этаж;0.0;;;
Мобильные палки;192281, Санкт-Петербург, Дунайский пр-кт, д. 34;0.0;;;
CafePeople;191186, Санкт-Петербург, Канала Грибоедова наб., д. 6/2;4.6;;;
Ресторан, банкетные залы  Оазис;194354, Санкт-Петербург, Луначарского пр-кт, д. 60;4.0;;;
Mr. 997;192212, Санкт-Петербург, Белградская ул., д. 30;0.0;;;
Суши Wok;199397, Санкт-Петербург, Наличная ул., д. 40;0.0;;;
Хоккайдо;192102, Санкт-Петербург, Стрельбищенская ул., д. 16, — 2 этаж;0.0;+7 812 974-99-77;+7 812 971-99-77;
Mr.Sushi;Санкт-Петербург, Бухарестская ул., д. 30, — 3 этаж;0.0;;;
Bulgakoff Bar;191002, Санкт-Петербург, Владимирский пр-кт, д. 21;0.0;;;
Пушкарь;197101, Санкт-Петербург, Большая Пушкарская ул., д. 38, — 1 этаж;0.0;+7 812 235-30-64;+7 812 235-30-64;
Евразия-Экспресс;194064, Санкт-Петербург, Светлановский пр-кт, д. 60 к1;0.0;+7 812 334-14-55;+7 812 325-60-60;
Штиблетто;191124, Санкт-Петербург, Бонч-Бруевича ул., д. 3;0.0;;;
Харбин;195027, Санкт-Петербург, Среднеохтинский пр-кт, д. 2/17;3.0;;;
Порт;192012, Санкт-Петербург, Обуховской Обороны пр-кт, д. 199, — 1 этаж;0.0;;;
Пиворама в Атмосфере;197372, Санкт-Петербург, Комендантская пл., д. 1;4.2;+7 812 945-89-34;+7 812 945-10-52, +7 812 676-00-08;
Сеть пивных ресторанов Толстый Фраер;Санкт-Петербург, 8-я В.О. линия, д. 43;3.7;;;
Ани;192236, Санкт-Петербург, Софийская ул., д. 39 к1, — вход с торца;4.6;;;
Repin Lounge;199034, Санкт-Петербург, 8-я В.О. линия, д. 11, — 13л;0.0;;;
Две Палочки;193231, Санкт-Петербург, Большевиков пр-кт, д. 3;4.4;;;
Edo;190031, Санкт-Петербург, Ефимова ул., д. 2, — ТРК ПИК;0.0;;;
Sports' Bar 84;Россия, г Санкт-Петербург, пер Батайский, д 3А;5.0;;;
SПБ;190005, Санкт-Петербург, 2-я Красноармейская ул., д. 9, — 1 этаж;3.3;;;
Ресторан Ginger («Джинджер»);191186, Санкт-Петербург, Казанская ул., д. 3;5.0;+7 495 150-09-72;+7 812 640-16-16;
Евразия-Экспресс;195269, Санкт-Петербург, Просвещения пр-кт, д. 78;0.0;+7 812 334-14-55;+7 812 325-60-60;
Кабанчик;199178, Санкт-Петербург, Средний В.О. пр-кт, д. 59;0.0;+7 495 150-09-72;+7 921 995-25-55, +7 921 939-17-77;
Kriek;191186, Санкт-Петербург, Невский пр-кт, д. 22;5.0;;;
Ресторан «Хочу Харчо»;190031, Санкт-Петербург, Садовая ул., д. 39/41, —  1;4.4;+7 495 150-09-72;+7 812 640-16-16;
Лотос;195196, Санкт-Петербург, Таллинская ул., д. 11, — 1 этаж;0.0;;;
Фаn Fлаn;197341, Санкт-Петербург, Коломяжский пр-кт, д. 27, — 1 этаж;0.0;;;
Шашлычная;197022, Санкт-Петербург, Медиков пр-кт, д. 5;0.0;;;
La taverna Pomodori;199226, Санкт-Петербург, Кораблестроителей ул., д. д30, корп.1;5.0;;;
Лира;192148, Санкт-Петербург, Ольги Берггольц ул., д. 40;0.0;+7 812 365-16-33;+7 812 365-07-08;
Северо-западная Кейтеринговая Компания;191124, Санкт-Петербург, Ставропольская ул., д. 10;4.9;;;
Ресторан Palm;191186, Санкт-Петербург, Большая Конюшенная ул., д. 29;0.0;;;
К-раута;192241, Санкт-Петербург, Южное ш., д. 37;4.5;;;
2 берега;194044, Санкт-Петербург, Лесной пр-кт, д. 18;0.0;+7 812 600-40-01;+7 800 333-32-33;
Домо Аригато;191119, Санкт-Петербург, Марата ул., д. 86;5.0;;;
hop & hope;191002, Санкт-Петербург, Владимирский пр-кт, д. 15, — цоколь;0.0;;;
Емеля;199226,;0.0;;;
TAKESHI;196158, Санкт-Петербург, Пулковское ш., д. 25, — ТРК Лето;0.0;;;
Особняк Уварова;190000, Санкт-Петербург, Канала Грибоедова наб., д. 101;0.0;;;
Мама Рома (Mama Roma) – сеть ресторанов итальянской кухни;191023, Санкт-Петербург, Караванная ул., д. 3/35;4.0;;;
НИХАО;191025, Санкт-Петербург, Невский пр-кт, д. 112;4.3;;;
Pushka INN;191186, Санкт-Петербург, Реки Мойки наб., д. 14;0.0;;;
Tea Lounge;190000, Санкт-Петербург, Адмиралтейский пр-кт, д. 12, — 1 этаж;0.0;;;
Евразия;196158, Санкт-Петербург, Московское ш., д. 14 к1, — 1 этаж;3.0;+7 812 373-83-54;+7 812 373-83-54;
Евразия-Экспресс;191014, Санкт-Петербург, Восстания ул., д. 40;0.0;+7 812 334-14-55;+7 812 325-60-60;
Рисами;194021, Санкт-Петербург, Непокоренных пр-кт, д. 6;0.0;;;
KILLFISH;Санкт-Петербург, Загородный пр-кт, д. 32, — вход с ул. Социалистическая;0.0;;;
Советский Союз;198097, Санкт-Петербург, Возрождения ул., д. 4, — 1 этаж;5.0;+7 812 784-37-45;+7 812 570-80-66;
Street;192281, Санкт-Петербург, Ярослава Гашека ул., д. 6 лит А, — универсам Южный;0.0;;;
T.G.I. Friday's;191036, Санкт-Петербург, Лиговский пр-кт, д. 30, — 4 этаж;3.3;+7 812 448-74-37;+7 812 448-74-38;
Две палочки;197349, Санкт-Петербург, Испытателей пр-кт, д. 37, — ТРК Miller;5.0;;;
Канвас;190000, Санкт-Петербург, Почтамтская ул., д. 4;0.0;;;
SAMADEVA;191186, Санкт-Петербург, Казанская ул., д. 8_10;4.7;;;
Mama Roma;194356, Санкт-Петербург, Энгельса пр-кт, д. 124 к1 лит А, — ТРК ВОЯЖ;3.3;;;
CoffeeTerria;190000, Санкт-Петербург, Конногвардейский б-р, д. 6.;0.0;+7 921 883-62-32;+7 812 346-55-06;
Place;199397, Санкт-Петербург, Кораблестроителей ул., д. 32;0.0;;;
Кабанчик;199178, Санкт-Петербург, Средний В.О. пр-кт, д. 59, — 1 этаж;2.0;+7 921 995-25-55;+7 812 937-17-77, +7 812 939-17-77;
Две Палочки;191186, Санкт-Петербург, Невский пр-кт, д. 22;3.9;;;
Марко Пицца;199034, Санкт - Петербург,  линия 1-Яв.о.;0.0;+7 812 702-77-44;+7 812 320-80-60, +7 812 380-96-44;
Киликия;Санкт-Петербург, Канала Грибоедова наб., д. 40, — цокольный этаж;4.7;+7 812 327-21-90;+7 812 327-22-08;
Bardolino;191187, Санкт-Петербург, Литейный пр-кт, д. 7;0.0;;;
Osushi!;191119, Санкт-Петербург, Марата ул., д. 56-58;3.5;+7 812 313-21-31;+7 812 764-95-56;
Tao;191186, Санкт-Петербург, Конюшенная пл., д. 2 лит А;0.0;;;
Волна;197046, Санкт - Петербург,  наб. Петровская;4.5;+7 495 150-09-72;+7 812 322-53-83;
Розарио;197101, Санкт-Петербург, Кропоткина ул., д. 1, — 1 этаж;3.9;+7 812 244-74-11;+7 812 244-73-11;
White Night Istanbul;191002, Санкт-Петербург, Реки Фонтанки наб., д. 59;5.0;;;
1-2-3 Кафе;197374, Санкт-Петербург, Савушкина ул., д. 126;0.0;;;
Scalini;Санкт-Петербург, Энгельса пр-кт, д. 154а;0.0;+7 495 150-09-72;+7 812 667-40-52;
"Укроп" на Восстания, 47;Санкт-Петербург, Восстания ул., д. 47;0.0;;;
Ресторан Джельсомино Cafe;191036, Санкт-Петербург, Полтавская ул., д. 5;4.3;+7 495 150-09-72;+7 812 640-16-16;
Хан-Гун;198216, Санкт-Петербург, Ленинский пр-кт, д. 132;4.7;;;
Fitomania;195257, Санкт-Петербург, Северный пр-кт, д. 62/1;0.0;;;
Алло-Пицца;195265, Санкт-Петербург, Гражданский пр-кт, д. 104 к1, — 1 этаж;5.0;+7 812 590-22-48;+7 812 495-67-27;
Ферма;194044, Санкт-Петербург, Финляндский пр-кт, д. 1;4.3;+7 812 542-22-97;+7 812 643-04-30;
ресторан "Фаворит";191025, Санкт-Петербург, Стремянная ул., д. 18;0.0;;;
1913 год;190000, Санкт-Петербург, Вознесенский пр-кт, д. 13/2;0.0;;;
Арткейтеринг;195427, Санкт-Петербург, Веденеева ул., д. 8;0.0;;;
Южный берег;190020, Санкт-Петербург, Обводного канала наб., д. 187;0.0;;;
Судзуран;197101, Санкт-Петербург, Воскова ул., д. 31;0.0;;;
Токио Сити;195176, Санкт-Петербург, Пискаревский пр-кт, д. 16;5.0;;;
iPirogi - осетинские пироги и шашлыки СПб;196066, Санкт-Петербург, Ленинский пр-кт, д. 176;0.0;;;
Limoncello;191014, Санкт-Петербург, Литейный пр-кт, д. 40;4.2;+7 812 955-79-61;+7 812 579-00-14;
Евразия;194156, Санкт-Петербург, Энгельса пр-кт, д. 21, — 1 этаж;0.0;;;
Митерия CHUCK;190031, Санкт-Петербург, Гороховая ул., д. 41;0.0;;;
Дары Скифов;194100, Санкт-Петербург, Большой Сампсониевский пр-кт, д. 77;1.0;;;
Счастье;Санкт-Петербург, Малая Морская ул., д. 24, — 1 этаж отеля Англетер;3.9;;;
Евразия-Экспресс;191002, Санкт-Петербург, Разъезжая ул., д. 20;0.0;+7 812 334-14-55;+7 812 325-60-60;
Суши Wok;197227, Санкт-Петербург, Испытателей пр-кт, д. 6;4.0;;;
Две палочки;191036, Санкт-Петербург, Восстания пл., д. 15;5.0;;;
Суши-бар "Кидо";191015, Санкт-Петербург, Суворовский пр-кт, д. 51;0.0;;;
САХАРА;190005, Санкт-Петербург, Московский пр-кт, д. 38, — 1 этаж;0.0;;;
Папа Джонс;198332, Санкт-Петербург, Ленинский пр-кт, д. 82 к1;0.0;;;
Северянин;Санкт-Петербург, Канала Грибоедова наб., д. 69, — 1 этаж;0.0;;;
Кулинарная студия CookeryCoo;199397, Санкт-Петербург, Морская наб., д. 21, — корп.1;0.0;;;
Евразия;196158, Санкт-Петербург, Ленсовета ул., д. 86а;0.0;;;
Fireball;192286, Санкт-Петербург, Альпийский пер., д. 30;3.5;+7 812 772-44-94;+7 812 941-71-77;
Кабанчик;191024, Санкт-Петербург, Невский пр-кт, д. 124;0.0;;;
Kriek;191025, Санкт-Петербург, Невский пр-кт, д. 47;0.0;+7 812 418-39-93;+7 812 611-11-10;
Вираж;195220, Санкт-Петербург, Бутлерова ул., д. 42 лит А, — 2;2.8;+7 812 333-25-09;+7 812 918-18-19;
МАМАLЫGA на Казанской;195213, Санкт-Петербург, Казанская (Малая Охта) ул., д. 2;0.0;;;
Птс;198099, Санкт-Петербург, Промышленная ул., д. 19;0.0;;;
Romanov;191186, Санкт-Петербург, Невский пр-кт, д. 24;0.0;;;
Mama Roma;191002, Санкт-Петербург, Загородный пр-кт, д. 21, — 23;0.0;;;
Ресторан Лапландия Банкетный Зал;191024, Санкт-Петербург, 5-я Советская ул., д. 44, — 1 этаж;0.0;+7 812 407-85-51;+7 812 939-80-06;
Арагоста;191002, Санкт-Петербург, Достоевского ул., д. 6литерА;0.0;;;
Штрогель;190013, Санкт-Петербург, Бронницкая ул., д. 2/70;0.0;;;
Две палочки;196066, Санкт-Петербург, Московский пр-кт, д. 205;4.4;;;
Pizza Ollis;198332, Санкт-Петербург, Ленинский пр-кт, д. 74 к1 лит А, — 1 этаж;0.0;+7 967 340-32-39;+7 812 684-16-29;
Конго;191036, Санкт-Петербург, Жуковского ул., д. 57;5.0;;;
48 стульев;196128, Санкт-Петербург, Варшавская ул., д. 23к1;0.0;+7 921 908-08-48;+7 812 908-08-48;
Евразия-Экспресс;196070, Санкт-Петербург, Московский пр-кт, д. 177;0.0;+7 812 334-14-55;+7 812 325-60-60;
Ресторан-кафе "Огни Баку";191014, Санкт-Петербург, Саперный пер., д. 6литерА;0.0;;;
Цветотека;194355, Санкт-Петербург, Хошимина ул., д. 9к1;2.9;+7 812 922-81-14;+7 812 970-41-14;
Mama Roma;191024, Санкт-Петербург, Невский пр-кт, д. 142, — 1 этаж;0.0;;;
Маисс;198035, Санкт-Петербург, Гапсальская ул., д. 5;0.0;;;
Евразия-Экспресс;195112, Санкт-Петербург, Карла Фаберже пл., д. 8 лит А;0.0;+7 812 334-14-55;+7 812 325-60-60;
Lolo & Pepe;197375, Санкт-Петербург, Вербная ул., д. 27 лит А, — 2 этаж;0.0;+7 812 431-70-10;+7 812 954-76-20;
Васаби/Розарио;193168, Санкт-Петербург, Большевиков пр-кт, д. 17, — 1 этаж;4.0;;;
бистро ОЛИВЬЕ;190000, Санкт-Петербург, Декабристов ул., д. 16;0.0;;;
